,name,rating,reviews,cinfo
2462,Sakthi Auto Components,3.1,273,Auto Components | 501-1k Employees | Public | 40 years old | Coimbatore +10 more
2463,RSPL GHARI DETERGENT,4.1,273,FMCG | 501-1k Employees | 36 years old | Kanpur +61 more
2464,OLX Autos,3.7,273,Gurgaon/Gurugram +28 more
2465,TIBCO Software,3.9,272,Software Product | 1k-5k Employees | 26 years old | Palo Alto +7 more
2466,Roca Bathroom Products,3.8,272,Building Material | 1k-5k Employees | 17 years old | Municipality of GavÃ +45 more
2467,International Game Technology,3.3,272,Gaming | 501-1k Employees | 33 years old | Gurgaon/Gurugram +8 more
2468,BPTP,4.3,272,Real Estate | 501-1k Employees | 20 years old | Gurgaon/Gurugram +4 more
2469,Merck,4.3,272,Pharma | 1k-5k Employees | 132 years old | Rahway +40 more
2470,Bonfiglioli Transmissions Private Limited,3.7,272,Industrial Machinery | 501-1k Employees | 67 years old | Lippo di Calderara di Reno +13 more
2471,Karvy Innotech,3,272,IT Services & Consulting | 51-200 Employees | Public | 11 years old | Hyderabad/Secunderabad +36 more
2472,FiveS Digital,3.2,272,BPO | 501-1k Employees | 14 years old | Udaipur +17 more
2473,Apex Laboratories,3.9,271,Pharma | 1k-5k Employees | 45 years old | Chennai +44 more
2474,Hashedin By Deloitte,4.3,271,IT Services & Consulting | 1k-5k Employees | 13 years old | Santa Clara +8 more
2475,JoulestoWatts Business Solutions,2.9,271,IT Services & Consulting | 201-500 Employees | Startup | 8 years old | Bangalore +13 more
2476,Landis+Gyr,3.8,271,Electrical Equipment | 1k-5k Employees | Public | 127 years old | Zug +10 more
2477,OnProcess Technology,3.7,271,Software Product | 501-1k Employees | 25 years old | Ashland +2 more
2478,Kelly Services,4.2,271,Recruitment | 201-500 Employees | 77 years old | Troy +34 more
2479,Victora Tool Engineers,4,271,Auto Components | 1k-5k Employees | 51 years old | Faridabad +7 more
2480,OnProcess Technology,3.7,271,Software Product | 501-1k Employees | 25 years old | Ashland +2 more
2481,Buzzworks Business Services,3.8,271,Recruitment | 501-1k Employees | 24 years old | Chennai +44 more
2482,JoulestoWatts Business Solutions,2.9,271,IT Services & Consulting | 201-500 Employees | Startup | 8 years old | Bangalore +13 more
2483,Victora Tool Engineers,4,271,Auto Components | 1k-5k Employees | 51 years old | Faridabad +7 more
2484,Airtel DTH Services,4.2,271,Telecom | 5k-10k Employees | 15 years old | Gurgaon +92 more
2485,Madina Group,4.5,270,Oil & Gas | 201-500 Employees | 26 years old | Doha +17 more
2486,Puravankara,3.7,270,Real Estate | 501-1k Employees | Public | 48 years old | Bangalore/Bengaluru +12 more
2487,Ksb Pumps,3.9,270,Industrial Machinery | 1k-5k Employees | 63 years old | Pune +30 more
2488,Transguard Group,3.9,270,Law Enforcement & Security | 501-1k Employees | 22 years old | Dubai +21 more
2489,World Vision,4.5,270,Non-Profit | 1k-5k Employees | 73 years old | Monrovia +80 more
2490,Rail Vikas Nigam,3.1,270,FMCG | 501-1k Employees | Fortune India 500 | 20 years old | Delhi/NCR +58 more
2491,Kirby Building Systems,3.9,270,Engineering & Construction | 501-1k Employees | 25 years old | Kuwait City +25 more
2492,African Industries,4.2,270,Metals & Mining | 201-500 Employees | 52 years old | Lagos +7 more
2493,Tagros Chemicals,3.6,270,Agro Chemicals | 51-200 Employees | 19 years old | Chennai +6 more
2494,Capital Trust,3.7,270,NBFC | 201-500 Employees | Public | 37 years old | Delhi/NCR +72 more
2495,CMR Green Technologies,3.9,270,Metals & Mining | 1k-5k Employees | Public | 17 years old | Faridabad +22 more
2496,Roop Automotives,4.3,270,Auto Components | 201-500 Employees | 33 years old | Gurgaon/Gurugram +7 more
2497,MITS GLOBAL CONSULTING,4.6,269,Recruitment | 5k-10k Employees | Mumbai +9 more
2498,Zara,3.7,269,Fashion & Textile | 1k-5k Employees | 49 years old | Â Arteixo +20 more
2499,Holcim,3.5,269,Building Material | 1k-5k Employees | Forbes Global 2000 | 111 years old | Grafenauweg +27 more
2500,Zara,3.7,269,Fashion & Textile | 1k-5k Employees | 49 years old | Â Arteixo +20 more
2501,Eurofins It Solutions,3.1,269,IT Services & Consulting | 1k-5k Employees | 11 years old | Bangalore/Bengaluru +4 more
2502,Yamaha Motor India Sales,3.9,269,Automobile | 10k-50k Employees | 38 years old | Gautam Buddh Nagar +51 more
2503,Gyan Dairy,4,269,Food Processing | 201-500 Employees | 16 years old | Lucknow +24 more
2504,Gujarat Ambuja Exports,3.7,269,Agro Chemicals | 1k-5k Employees | Public | 32 years old | Ahmedabad +26 more
2505,Stellar Value Chain Solutions,3.5,269,Logistics | 1k-5k Employees | 7 years old | Mumbai +33 more
2506,MITS GLOBAL CONSULTING,4.6,269,Recruitment | 5k-10k Employees | Mumbai +9 more
2507,Tata Toyo Radiator,3.6,269,Auto Components | 201-500 Employees | 25 years old | Pune +8 more
2508,Tata BlueScope Steel,3.8,268,Iron & Steel | 501-1k Employees | 21 years old | Pune +25 more
2509,AVAYA,3.9,268,Software Product | 1k-5k Employees | 23 years old | Durham +12 more
2510,Ranbaxy,4.4,268,Pharma | 10k-50k Employees | Public | 62 years old | GURGAON +50 more
2511,Kellogg Brown and Root,4.1,268,Defence & Aerospace | 501-1k Employees | Public | 25 years old | Houston +20 more
2512,Loadshare Networks,3.5,268,Logistics | 501-1k Employees | Startup | 6 years old | Bangalore +43 more
2513,Fossil Group,3.7,268,Fashion & Textile | 501-1k Employees | 39 years old | Richardson +28 more
2514,Top Office Pros Business Services,4.9,268,Logistics | 11-50 Employees | Pune +5 more
2515,Aludecor Lamination,3.9,268,Architecture & Interior Design | 201-500 Employees | 19 years old | Kolkata +31 more
2516,TCG Lifesciences,4,268,Pharma | 1k-5k Employees | Public | 22 years old | Kolkata +6 more
2517,Jindal Aluminium,3.8,268,Metals & Mining | 5k-10k Employees | Public | 55 years old | Bangalore/Bengaluru +9 more
2518,Caresoft Global,3.5,267,IT Services & Consulting | 1k-5k Employees | 17 years old | Detroit +8 more
2519,Hanon Systems,4,267,Auto Components | 501-1k Employees | 37 years old | Daejeon +13 more
2520,HyperCITY,4.3,267,Retail | 501-1k Employees | 19 years old | Mumbai +21 more
2521,Rosmerta Technologies,3.1,267,Printing & Publishing | 1k-5k Employees | 17 years old | Gurgaon +51 more
2522,Tirumala Milk Products,4.1,267,Food Processing | 201-500 Employees | 27 years old | Chennai +37 more
2523,SPML Infra,3.5,267,Engineering & Construction | 201-500 Employees | Public | 42 years old | Delhi/NCR +44 more
2524,Jockey,4.3,267,Fashion & Textile | 10k-50k Employees | 147 years old | Kenosha +87 more
2525,MDC Group of Companies,4.9,267,Pharma | 11-50 Employees (Global) | Muscat +3 more
2526,Piramal Swasthya,4,267,Healthcare | 10k-50k Employees | 16 years old | Hyderabad/Secunderabad +46 more
2527,Gammon Engineers And Contractors,3.8,267,Engineering & Construction | 201-500 Employees | 101 years old | Mumbai +34 more
2528,IPE Global,4,266,Management Consulting | 1k-5k Employees | Public | 25 years old | New Delhi +69 more
2529,LogixHealth,3.7,266,IT Services & Consulting | 501-1k Employees | 33 years old | Bedford +6 more
2530,Entrata,4,266,Software Product | 501-1k Employees | 20 years old | Provo +1 more
2531,Techwave Consulting,3.8,266,IT Services & Consulting | 1k-5k Employees | 19 years old | Houston +3 more
2532,Owens Corning,3.9,266,Building Material | 1k-5k Employees | 85 years old | Toledo +8 more
2533,SBI Mutual Fund,3.8,266,Financial Services | 1k-5k Employees | 36 years old | Mumbai +100 more
2534,Amrit Cement,3.8,266,Building Material | 501-1k Employees | 15 years old | Kolkata +18 more
2535,P.D. Hinduja National Hospital and Medical Research Centre,3.8,266,Healthcare | 1k-5k Employees | 72 years old | Mumbai +7 more
2536,Aculife Healthcare,3.7,266,Pharma | 1k-5k Employees | 9 years old | Ahmedabad +23 more
2537,Bonace Engineers,3.8,266,Recruitment | 201-500 Employees | 28 years old | Mumbai +30 more
2538,myGate,3.3,266,Law Enforcement & Security | 1k-5k Employees | Startup | 7 years old | Bangalore +17 more
2539,Tally Solutions,4.4,265,Software Product | 1k-5k Employees | 37 years old | Bangalore/Bengaluru +51 more
2540,ExportersIndia,4.8,265,IT Services & Consulting | 1k-5k Employees | 26 years old | New Delhi +1 more
2541,Mjunction Services,4.1,265,IT Services & Consulting | 1k-5k Employees | 22 years old | Kolkata +18 more
2542,Bharat Bijlee,4.2,265,Electrical Equipment | 501-1k Employees | Public | 77 years old | Mumbai +16 more
2543,Astra Microwave Products,3.8,265,Hardware & Networking | 51-200 Employees | Public | 32 years old | Hyderabad/Secunderabad +12 more
2544,Ashiana Housing,4.1,265,Real Estate | 501-1k Employees | Public | 44 years old | Delhi/NCR +16 more
2545,Sheraton Hotels and Resorts,4.1,265,Hospitality | 10k-50k Employees | 28 years old | Bethesda +21 more
2546,Novateur Electrical & Digital Systems,3.9,265,Consumer Electronics & Appliances | 501-1k Employees | 39 years old | Chennai +59 more
2547,National Organic Chemical Industries,4,265,Chemicals | 51-200 Employees | Public | 48 years old | Mumbai +11 more
2548,Maxxis Rubber,3.3,265,Auto Components | 51-200 Employees | 8 years old | Ahmedabad +14 more
2549,R.V.R. PROJECTS,3.9,265,Engineering & Construction | 51-200 Employees | 47 years old | Visakhapatnam/Vizag +32 more
2550,Vidal Health Insurance,3.9,265,Insurance | 201-500 Employees | Bangalore +22 more
2551,Pranav Vikas India,3.9,265,201-500 Employees | 36 years old | Delhi/NCR +7 more
2552,Tuaman Engineering,3.8,265,Engineering & Construction | 501-1k Employees | 18 years old | Kolkata +21 more
2553,Intellipaat Software Solutions,3.2,265,EdTech | 201-500 Employees | 12 years old | Jaipur +7 more
2554,Shaurya Cement Industries,3.7,265,Hyderabad/Secunderabad +102 more
2555,ReSource Pro,4.1,265,Management Consulting | 501-1k Employees | 20 years old | Bangalore/Bengaluru +3 more
2556,Healthcare At Home,3.7,265,Healthcare | 1k-5k Employees | Startup | 11 years old | Noida +28 more
2557,Netlink Software,3.5,264,IT Services & Consulting | 1k-5k Employees | 25 years old | Madison Heights +22 more
2558,Synergies Castings,4.1,264,Industrial Machinery | 51-200 Employees | Public | 24 years old | Visakhapatnam/Vizag +3 more
2559,Avineon India,3.8,264,IT Services & Consulting | 1k-5k Employees | 25 years old | Mc Lean +6 more
2560,Polestar Solutions & Services India,4.2,264,IT Services & Consulting | 201-500 Employees | Startup | 11 years old | Noida +7 more
2561,American Axle & Manufacturing,4.3,263,Auto Components | 501-1k Employees | 29 years old | Detroit +10 more
2562,Indian Overseas Bank,3.5,263,Banking | 10k-50k Employees | Fortune India 500 | 86 years old | Chennai +68 more
2563,Gokaldas Exports,4,263,Fashion & Textile | 10k-50k Employees | Public | 44 years old | Bangalore/Bengaluru +16 more
2564,Deenanath Mangeshkar Hospital,4.2,263,Healthcare | 11-50 Employees | 22 years old | Pune +7 more
2565,Osource India,3.1,263,IT Services & Consulting | 201-500 Employees | 19 years old | Noida +19 more
2566,Aptiv Components India Private,4.1,263,Auto Components | 1k-5k Employees | 28 years old | Dublin 2 +15 more
2567,Princess Cruises,4.4,263,Travel & Tourism | 1k-5k Employees | 58 years old | Santa Clarita +9 more
2568,Orient Bell,3.7,262,Building Material | 501-1k Employees | Public | 46 years old | Delhi/NCR +54 more
2569,Buhler,4,262,Industrial Machinery | 501-1k Employees | 163 years old | Uzwil +20 more
2570,LT Foods,4.1,262,FMCG | 201-500 Employees | Public | 33 years old | Gurgaon/Gurugram +39 more
2571,Carl Zeiss,3.9,262,Semiconductors | 501-1k Employees | 14 years old |  Stuttgart +28 more
2572,Kharafi National,4.1,262,Engineering & Construction | 201-500 Employees | 47 years old | Cairo +17 more
2573,Bengal Beverages,3.3,262,Beverage | 501-1k Employees | 28 years old | Dankuni +8 more
2574,Tata Steel Long Products,3.7,262,Iron & Steel | 501-1k Employees | Public | 41 years old | Keonjhar +14 more
2575,Apisero,4.3,262,IT Services & Consulting | 1k-5k Employees | 7 years old | Chandler +9 more
2576,ABM Knowledgeware,3.6,261,IT Services & Consulting | 201-500 Employees | Public | 30 years old | Mumbai +32 more
2577,Bharat Aluminium Company (BALCO),4.1,261,Metals & Mining | 1k-5k Employees | 58 years old | Delhi/NCR +10 more
2578,Ascent Business Solutions,3.5,261,IT Services & Consulting | 501-1k Employees | 22 years old | Roseland +12 more
2579,Asian Granito India,3.8,261,Building Material | 1k-5k Employees | Public | 23 years old | Ahmedabad +42 more
2580,BCD Travel,4,261,Travel & Tourism | 1k-5k Employees | 17 years old | Utrecht +10 more
2581,Mantra Technologies,3.8,261,IT Services & Consulting | 201-500 Employees | 19 years old | Hyderabad/Secunderabad +9 more
2582,Flipspaces,4.4,261,Architecture & Interior Design | 51-200 Employees | 12 years old | Mumbai +12 more
2583,ESDS Software Solutions,4.1,261,IT Services & Consulting | 201-500 Employees | 18 years old | Nashik +12 more
2584,1K Networks,3.1,261,Retail | 1k-5k Employees | 5 years old | Gurgaon +19 more
2585,Saxo Bank,3.2,260,1k-5k Employees | 31 years old | Copenhagen +3 more
2586,Aizant Drug Research Solutions,3.8,260,Clinical Research | 501-1k Employees | 18 years old | Hyderabad/Secunderabad +2 more
2587,Gaurs Group,3.9,260,Real Estate | 501-1k Employees | Public | 28 years old | Ghaziabad +8 more
2588,Prem Motors,4.1,260,Automobile | 1k-5k Employees | 33 years old | Gurgaon/Gurugram +13 more
2589,NeoGrowth Credit,3.6,260,Investment Banking / Venture Capital / Private Equity | 501-1k Employees | Startup | 10 years old | Mumbai +27 more
2590,Essae Teraoka,3.7,260,Electronics Manufacturing | 51-200 Employees | 37 years old | Bangalore/Bengaluru +54 more
2591,Arvato,3.7,260,IT Services & Consulting | 201-500 Employees | 27 years old | Gütersloh +9 more
2592,Impact Guru,4.2,260,Internet | 501-1k Employees | Startup | 9 years old | Mumbai +11 more
2593,Hitech Digital Solutions,4.1,260,IT Services & Consulting | 1k-5k Employees | 31 years old | Ahmedabad +13 more
2594,BCG,3.8,259,Management Consulting | 1k-5k Employees | 60 years old | Boston +6 more
2595,Lotus Herbals Private Limited,4.2,259,Beauty & Personal Care | 1k-5k Employees | 30 years old | New Delhi +41 more
2596,Fluper,4.1,259,IT Services & Consulting | 201-500 Employees | Public | 10 years old | Noida +2 more
2597,Haldia Petrochemicals,3.8,259,Petrochemicals | 1k-5k Employees | State | 38 years old | Kolkata +10 more
2598,Creative Synergies Group,3.7,259,IT Services & Consulting | 501-1k Employees | 12 years old | Okemos (MI) +2 more
2599,Agilent Technologies,4.3,259,Pharma | 1k-5k Employees | Forbes Global 2000 | 24 years old | Santa Clara +16 more
2600,Ami Lifesciences,3.9,259,Healthcare | 1k-5k Employees | 17 years old | Vadodara +7 more
2601,Jsw Energy,4.2,259,Power | 501-1k Employees | Public | 29 years old | Mumbai +31 more
2602,Tata Marcopolo Motors,3.5,259,Auto Components | 1k-5k Employees | Public | 78 years old | Pune +12 more
2603,Iol Chemicals & Pharmaceuticals,3.9,259,Pharma | 1k-5k Employees | 37 years old | Ludhiana +11 more
2604,Haldia Petrochemicals,3.8,259,Petrochemicals | 1k-5k Employees | State | 38 years old | Kolkata +10 more
2605,Lotus Herbals Private Limited,4.2,259,Beauty & Personal Care | 1k-5k Employees | 30 years old | New Delhi +41 more
2606,Mungi Group,3.8,259,Metals & Mining | 201-500 Employees | 39 years old | Pune +5 more
2607,Creative Synergies Group,3.7,259,IT Services & Consulting | 501-1k Employees | 12 years old | Okemos (MI) +2 more
2608,Doubtnut,3.3,259,EdTech | 201-500 Employees | Startup | 7 years old | Gurgaon +11 more
2609,Nestaway,4,259,Internet | 201-500 Employees | Startup | 8 years old | Bangalore +14 more
2610,Bada Business,3.7,258,Internet | 5k-10k Employees | Startup | 4 years old | New Delhi +38 more
2611,M.J Global,4.4,258,Packaging | 201-500 Employees | Public | 43 years old | Noida +6 more
2612,Godrej Interio,3.8,258,Furniture & Furnishing | 1k-5k Employees | 38 years old | Mumbai +45 more
2613,Ricoh,4,258,IT Services & Consulting | 1-10 Employees | Public | 87 years old | Ota City +40 more
2614,Shriram Group,4,258,Financial Services | 50k-1 Lakh Employees | Conglomerate | 49 years old | Chennai +115 more
2615,Accelya Solutions India Limited,3.7,258,Software Product | 1k-5k Employees | 37 years old | Mumbai +10 more
2616,Mettler-Toledo,3.6,258,Electronics Manufacturing | 501-1k Employees | 77 years old | Greifensee +18 more
2617,Romsons Group Of Industries,3.9,258,Medical Equipment | 201-500 Employees | 71 years old | Agra +41 more
2618,Kailash Hospital,4.2,258,Healthcare | 5k-10k Employees | Public | 39 years old | Noida +19 more
2619,Quinnox,3.9,258,IT Services & Consulting | 1k-5k Employees | 21 years old | Chicago +5 more
2620,Wsp Consultants India,4.2,258,Engineering & Construction | 1k-5k Employees | 54 years old | Montreal +11 more
2621,Boehringer-Ingelheim,4.1,258,Pharma | 501-1k Employees | 138 years old | Ingelheim +45 more
2622,IndianOil Adani Ventures,4.3,258,201-500 Employees (Global) | 26 years old | Mumbai +24 more
2623,K L University,3.8,258,Education & Training | 201-500 Employees | 43 years old | Vijayawada +13 more
2624,Essilor,4.1,257,Medical Equipment | 501-1k Employees | 174 years old | Charenton-le-Pont +37 more
2625,GD Research Center,3.6,257,Analytics & KPO | 1k-5k Employees | 16 years old | Hyderabad/Secunderabad +9 more
2626,Dynacons Systems & Solutions,3.8,257,IT Services & Consulting | 1k-5k Employees | 28 years old | Mumbai +54 more
2627,Wow Momo Foods,3.5,257,FMCG | 501-1k Employees | 15 years old | Kolkata +30 more
2628,Talbros,3.8,257,Auto Components | 501-1k Employees | Public | 67 years old | Gurgaon/Gurugram +14 more
